0.5	0
0.50015	1.49955
0.500452	3.02343
0.500912	4.59627
0.501536	6.24325
0.502335	7.99045
0.503322	9.86505
0.504511	11.8956
0.505923	14.1123
0.507577	16.5471
0.509501	19.2337
0.511721	22.2079
0.514272	25.5073
0.517189	29.1709
0.520513	33.2392
0.524288	37.7529
0.528564	42.7525
0.533391	48.2764
0.538827	54.3593
0.54493	61.0298
0.551761	68.3069
0.559381	76.1967
0.567849	84.6872
0.577224	93.7428
0.587553	103.298
0.598879	113.252
0.611224	123.458
0.624586	133.616
0.638905	143.185
0.654055	151.504
0.669835	157.799
0.685957	161.224
0.685957	0
0.685926	-0.31505
0.685926	0
0.685926	0
0.685926	0
0.685895	-0.306949
0.685834	-0.606009
0.685834	0
0.685806	-0.283492
0.685806	0
0.685778	-0.276214
0.685778	0
0.685752	-0.269124
0.685752	0
0.685752	0
0.685752	0
0.685752	0
0.685752	0
0.685725	-0.262219
0.685725	0
0.6857	-0.255494
0.685649	-0.504436
0.685575	-0.74045
0.685575	0
0.685554	-0.217052
0.685511	-0.428548
0.685448	-0.62908
0.685366	-0.813528
0.685366	0
0.68535	-0.163666
0.68535	0
0.68535	0
0.68535	0
0.685334	-0.159488
0.685334	0
0.685334	0
0.685319	-0.155417
0.685319	0
0.685303	-0.15145
0.685303	0
0.685303	0
0.685303	0
0.685289	-0.147586
0.685289	0
0.685274	-0.143821
0.685246	-0.283974
0.685246	0
0.685246	0
0.685233	-0.132912
0.685233	0
0.685233	0
0.68522	-0.129523
0.685194	-0.255745
0.685194	0
0.685194	0
0.685182	-0.119705
0.685158	-0.23636
0.685124	-0.346995
0.685079	-0.448795
0.685025	-0.539173
0.684963	-0.615838
0.684963	0
0.684963	0
0.684963	0
0.684957	-0.0610127
0.684957	0
0.684951	-0.0594627
0.684951	0
0.684951	0
0.684951	0
0.684951	0
0.684946	-0.057952
0.684934	-0.114432
0.684934	0
0.684934	0
0.684934	0
0.684929	-0.0535735
0.684929	0
0.684929	0
0.684924	-0.0522128
0.684924	0
0.684918	-0.0508869
0.684908	-0.100482
0.684908	0
0.684908	0
0.684904	-0.0470434
0.684894	-0.0928926
0.684894	0
0.68489	-0.0434909
0.68489	0
0.68489	0
0.68489	0
0.68489	0
0.68489	0
0.684886	-0.0423871
0.684886	0
0.684882	-0.0413111
0.684882	0
0.684882	0
0.684882	0
0.684878	-0.0402625
0.68487	-0.0795032
0.68487	0
0.68487	0
0.684866	-0.0372228
0.684866	0
0.684866	0
0.684862	-0.0362784
0.684862	0
0.684859	-0.0353578
0.684859	0
0.684855	-0.0344608
0.684849	-0.0680471
0.684839	-0.0999069
0.684826	-0.129232
0.68481	-0.15528
0.68481	0
0.684808	-0.0221092
0.684804	-0.0436579
0.684804	0
0.684801	-0.0204418
0.684797	-0.040365
0.684792	-0.0592648
0.684792	0
0.684792	0
0.684792	0
0.684792	0
0.68479	-0.0173973
0.68479	0
0.684788	-0.016956
0.684785	-0.0334824
0.68478	-0.04916
0.68478	0
0.684778	-0.0144313
0.684776	-0.0284967
0.684776	0
0.684774	-0.0133431
0.684774	0
0.684773	-0.0130051
0.684773	0
0.684772	-0.0126754
0.684772	0
0.68477	-0.0123542
0.68477	0
0.684769	-0.012041
0.684767	-0.0237767
0.684767	0
0.684767	0
0.684767	0
0.684767	0
0.684767	0
0.684767	0
0.684766	-0.0111331
0.684764	-0.0219842
0.684764	0
0.684762	-0.0102938
0.68476	-0.0203267
0.684757	-0.0298444
0.684754	-0.0386057
0.684754	0
0.684754	0
0.684754	0
0.684753	-0.00778311
0.684751	-0.015369
0.684751	0
0.684751	-0.00719638
0.684751	0
0.68475	-0.00701412
0.68475	0
0.684749	-0.00683631
0.684749	0
0.684749	-0.00666311
0.684747	-0.0131575
0.684747	0
0.684747	0
0.684747	-0.00616094
0.684745	-0.0121657
0.684744	-0.0178623
0.684744	0
0.684744	0
0.684743	-0.00524398
0.684743	0
0.684743	0
0.684743	-0.00511111
0.684743	0
0.684742	-0.00498162
0.684742	0
0.684742	0
0.684742	-0.00485532
0.684742	0
0.684742	0
0.684742	0
0.684742	0
0.684742	0
0.684741	-0.00473239
0.684741	0
0.684741	0
0.684741	0
0.684741	0
0.684741	0
0.684741	0
0.684741	0
0.684741	0
0.684741	0
0.684741	0
0.684741	-0.00461249
0.68474	-0.00910809
0.68474	0
0.68474	0
0.684739	-0.00426468
0.684739	0
0.684739	-0.00415668
0.684739	0
0.684738	-0.00405151
0.684738	0
0.684738	-0.00394884
0.684737	-0.00779767
0.684736	-0.0114488
0.684735	-0.0148098
0.684735	0
0.684734	-0.00298588
0.684734	0
0.684734	0
0.684734	0
0.684734	-0.00291038
0.684734	0
0.684734	0
0.684734	-0.00283649
0.684733	-0.00560121
0.684733	0
0.684733	0
0.684733	-0.00262279
0.684732	-0.00517897
0.684732	0
0.684732	-0.00242508
0.684732	-0.0047887
0.684731	-0.007031
0.684731	0
0.684731	0
0.684731	-0.0020643
0.684731	0
0.684731	-0.0020119
0.68473	-0.003973
0.68473	-0.00583338
0.68473	0
0.684729	-0.00171241
0.684729	0
0.684729	-0.00166924
0.684729	-0.00329603
0.684729	0
0.684729	0
0.684729	0
0.684729	-0.0015433
0.684729	-0.00304752
0.684729	0
0.684729	0
0.684729	0
0.684728	-0.00142713
0.684728	0
0.684728	-0.00139089
0.684728	0
0.684728	0
0.684728	0
0.684728	-0.00135572
0.684728	0
0.684728	-0.00132143
0.684728	-0.00260929
0.684728	0
0.684728	0
0.684728	-0.00122178
0.684727	-0.00241247
0.684727	-0.00354223
0.684727	0
0.684727	0
0.684727	0
0.684727	-0.00103988
0.684727	0
0.684727	-0.00101359
0.684727	-0.00200142
0.684726	-0.00293863
0.684726	0
0.684726	-0.000862777
0.684726	0
0.684726	-0.000840927
0.684726	-0.00166054
0.684726	-0.00243805
0.684726	0
0.684726	0
0.684726	0
0.684726	0
0.684726	-0.000715694
0.684726	0
0.684726	-0.000697753
0.684726	0
0.684726	0
0.684726	0
0.684726	0
0.684725	-0.000679989
0.684725	0
0.684725	0
0.684725	-0.000662759
0.684725	0
0.684725	0
0.684725	0
0.684725	-0.000646061
0.684725	0
0.684725	-0.000629718
0.684725	-0.00124345
0.684725	0
0.684725	-0.000582112
0.684725	-0.00114966
0.684725	0
0.684725	-0.000538414
0.684725	-0.00106315
0.684725	-0.00156088
0.684725	0
0.684725	0
0.684725	-0.000458122
0.684725	0
0.684725	-0.000446576
0.684725	0
0.684725	0
0.684725	-0.000435207
0.684724	-0.000859401
0.684724	-0.00126175
0.684724	-0.00163229
0.684724	-0.00196145
0.684724	-0.00224105
0.684724	-0.00246381
0.684724	0
0.684724	0
0.684724	0
0.684724	0
0.684724	0
0.684723	-0.000160405
0.684723	-0.000316724
0.684723	-0.00046505
0.684723	0
0.684723	0
0.684723	-0.000136424
0.684723	-0.000269296
0.684723	-0.000395417
0.684723	-0.000511591
0.684723	0
0.684723	-0.000103206
0.684723	-0.000203748
0.684723	-0.000299138
0.684723	-0.000387068
0.684723	-0.000465228
0.684723	0
0.684723	0
0.684723	-6.64357e-05
0.684723	0
0.684723	0
0.684723	-6.44818e-05
0.684723	-0.000127365
0.684723	0
0.684723	0
0.684723	0
0.684723	-5.96856e-05
0.684723	0
0.684723	-5.82645e-05
0.684723	0
0.684723	-5.66658e-05
0.684723	-0.00011191
0.684723	-0.000164313
0.684723	0
0.684723	0
0.684723	0
0.684723	-4.83169e-05
0.684723	0
0.684723	-4.70735e-05
0.684723	-9.30811e-05
0.684723	-0.000136602
0.684723	0
0.684723	0
0.684723	-3.9968e-05
0.684723	-7.90479e-05
0.684723	0
0.684723	0
0.684723	-3.71259e-05
0.684723	-7.31859e-05
0.684723	0
0.684723	0
0.684723	-3.42837e-05
0.684723	-6.76792e-05
0.684723	0
0.684723	-3.16192e-05
0.684723	-6.25278e-05
0.684723	-9.18376e-05
0.684723	-0.000118838
0.684723	0
0.684723	0
0.684723	-2.39808e-05
0.684723	-4.72511e-05
